Index	Gender	Year	Major	Question Grouping	Questiontext	NumericResponses	TextResponses	QuestionID
46	Male	Freshman	Psychology	What factors would you consider before making a financial investment?	What factors would you consider before making a financial investment?	1	1	Q8_return
46	Male	Freshman	Psychology	What factors would you consider before making a financial investment?	What factors would you consider before making a financial investment?	1	1	Q8_risk
46	Male	Freshman	Psychology	Which of the following ways do you often obtain or passively receive information about financial products?	Which of the following ways do you often obtain or passively receive information about financial products?	1	1	Q9_ad
46	Male	Freshman	Psychology	Which of the following ways do you often obtain or passively receive information about financial products?	Which of the following ways do you often obtain or passively receive information about financial products?	0	0	Q9_bank
46	Male	Freshman	Psychology	Which of the following ways do you often obtain or passively receive information about financial products?	Which of the following ways do you often obtain or passively receive information about financial products?	0	0	Q9_family
46	Male	Freshman	Psychology	Which of the following ways do you often obtain or passively receive information about financial products?	Which of the following ways do you often obtain or passively receive information about financial products?	1	1	Q9_friends
46	Male	Freshman	Psychology	Which of the following ways do you often obtain or passively receive information about financial products?	Which of the following ways do you often obtain or passively receive information about financial products?	1	1	Q9_newspaper
46	Male	Freshman	Psychology	Which of the following ways do you often obtain or passively receive information about financial products?	Which of the following ways do you often obtain or passively receive information about financial products?	1	0	Q9_others
46	Male	Freshman	Psychology	Which of the following ways do you often obtain or passively receive information about financial products?	Which of the following ways do you often obtain or passively receive information about financial products?	1	1	Q9_social
46	Male	Freshman	Psychology	Which of the following ways do you often obtain or passively receive information about financial products?	Which of the following ways do you often obtain or passively receive information about financial products?	0	0	Q9_tv
46	Male	Freshman	Psychology	Do you have any plans to invest for your retirement?	Do you have any plans to invest for your retirement?	2	No	Question 10
46	Male	Freshman	Psychology	Do you look at your investments as an emergency fund?	Do you look at your investments as an emergency fund?	2	No	Question 11
46	Male	Freshman	Psychology	Would you like to get educated on how to make financial investments?	Would you like to get educated on how to make financial investments?	1	Yes	Question 13
46	Male	Freshman	Psychology	Are you dependent on your guardians for your daily expenses?	Are you dependent on your guardians for your daily expenses?	2	No	Question 15
46	Male	Freshman	Psychology	Do you currently have a student loan?	Do you currently have a student loan?	0	Prefer not to answer	Question 16
46	Male	Freshman	Psychology	What is your average monthly income?	What is your average monthly income?	0	< $500	Question 17
46	Male	Freshman	Psychology	What are your expenditures on inessentials each month?	What are your expenditures on inessentials each month?	1	$500 - $1000	Question 18
46	Male	Freshman	Psychology	What percentage of your annual income would you invest?	What percentage of your annual income would you invest?	1	5% - 10%	Question 19
46	Male	Freshman	Psychology	What is your age?	What is your age?	18	18	Question 2
46	Male	Freshman	Psychology	Are you an international student?	Are you an international student?	2	No	Question 4
46	Male	Freshman	Psychology	Have you ever thought about investing?	Have you ever thought about investing?	1	Yes	Question 6
47	Female	Freshman	Business related majors	How would you like to get educated on making financial investments?	How would you like to get educated on making financial investments?	1	1	Q14_app
47	Female	Freshman	Business related majors	How would you like to get educated on making financial investments?	How would you like to get educated on making financial investments?	0	0	Q14_notsure
47	Female	Freshman	Business related majors	How would you like to get educated on making financial investments?	How would you like to get educated on making financial investments?	0	0	Q14_seminar
47	Female	Freshman	Business related majors	How would you like to get educated on making financial investments?	How would you like to get educated on making financial investments?	1	1	Q14_sms
47	Female	Freshman	Business related majors	How would you like to get educated on making financial investments?	How would you like to get educated on making financial investments?	0	0	Q14_webinar
47	Female	Freshman	Business related majors	How would you like to get educated on making financial investments?	How would you like to get educated on making financial investments?	0	0	Q14_youtube
47	Female	Freshman	Business related majors	What factors would you consider before making a financial investment?	What factors would you consider before making a financial investment?	1	1	Q7_bond
47	Female	Freshman	Business related majors	What kind of financial products you are investing in/interested in?	What kind of financial products you are investing in/interested in?	0	0	Q7_fund
47	Female	Freshman	Business related majors	What factors would you consider before making a financial investment?	What factors would you consider before making a financial investment?	0	0	Q7_insurance
47	Female	Freshman	Business related majors	What factors would you consider before making a financial investment?	What factors would you consider before making a financial investment?	0	0	Q7_no
47	Female	Freshman	Business related majors	What factors would you consider before making a financial investment?	What factors would you consider before making a financial investment?	1	1	Q7_others
47	Female	Freshman	Business related majors	What factors would you consider before making a financial investment?	What factors would you consider before making a financial investment?	1	1	Q7_saving
47	Female	Freshman	Business related majors	What factors would you consider before making a financial investment?	What factors would you consider before making a financial investment?	1	1	Q7_stock
47	Female	Freshman	Business related majors	What factors would you consider before making a financial investment?	What factors would you consider before making a financial investment?	1	1	Q8_entrance
47	Female	Freshman	Business related majors	What factors would you consider before making a financial investment?	What factors would you consider before making a financial investment?	1	1	Q8_management
47	Female	Freshman	Business related majors	What factors would you consider before making a financial investment?	What factors would you consider before making a financial investment?	0	0	Q8_others
47	Female	Freshman	Business related majors	What factors would you consider before making a financial investment?	What factors would you consider before making a financial investment?	0	0	Q8_return
47	Female	Freshman	Business related majors	What factors would you consider before making a financial investment?	What factors would you consider before making a financial investment?	0	0	Q8_risk
47	Female	Freshman	Business related majors	Which of the following ways do you often obtain or passively receive information about financial products?	Which of the following ways do you often obtain or passively receive information about financial products?	0	0	Q9_ad
47	Female	Freshman	Business related majors	Which of the following ways do you often obtain or passively receive information about financial products?	Which of the following ways do you often obtain or passively receive information about financial products?	0	0	Q9_bank
47	Female	Freshman	Business related majors	Which of the following ways do you often obtain or passively receive information about financial products?	Which of the following ways do you often obtain or passively receive information about financial products?	0	0	Q9_family
47	Female	Freshman	Business related majors	Which of the following ways do you often obtain or passively receive information about financial products?	Which of the following ways do you often obtain or passively receive information about financial products?	0	0	Q9_friends
47	Female	Freshman	Business related majors	Which of the following ways do you often obtain or passively receive information about financial products?	Which of the following ways do you often obtain or passively receive information about financial products?	1	1	Q9_newspaper
47	Female	Freshman	Business related majors	Which of the following ways do you often obtain or passively receive information about financial products?	Which of the following ways do you often obtain or passively receive information about financial products?	0	0	Q9_others
47	Female	Freshman	Business related majors	Which of the following ways do you often obtain or passively receive information about financial products?	Which of the following ways do you often obtain or passively receive information about financial products?	0	0	Q9_social
47	Female	Freshman	Business related majors	Which of the following ways do you often obtain or passively receive information about financial products?	Which of the following ways do you often obtain or passively receive information about financial products?	0	0	Q9_tv
47	Female	Freshman	Business related majors	Do you have any plans to invest for your retirement?	Do you have any plans to invest for your retirement?	1	Yes	Question 10
47	Female	Freshman	Business related majors	Do you look at your investments as an emergency fund?	Do you look at your investments as an emergency fund?	0	Not Sure	Question 11
47	Female	Freshman	Business related majors	Would you like to get educated on how to make financial investments?	Would you like to get educated on how to make financial investments?	1	Yes	Question 13
47	Female	Freshman	Business related majors	Are you dependent on your guardians for your daily expenses?	Are you dependent on your guardians for your daily expenses?	2	No	Question 15
47	Female	Freshman	Business related majors	Do you currently have a student loan?	Do you currently have a student loan?	1	Yes	Question 16
47	Female	Freshman	Business related majors	What is your average monthly income?	What is your average monthly income?	0	< $500	Question 17
47	Female	Freshman	Business related majors	What are your expenditures on inessentials each month?	What are your expenditures on inessentials each month?	4	> $3000	Question 18
47	Female	Freshman	Business related majors	What percentage of your annual income would you invest?	What percentage of your annual income would you invest?	2	10% - 15%	Question 19
47	Female	Freshman	Business related majors	What is your age?	What is your age?	19	19	Question 2
47	Female	Freshman	Business related majors	Are you an international student?	Are you an international student?	2	No	Question 4
47	Female	Freshman	Business related majors	Have you ever thought about investing?	Have you ever thought about investing?	0	I already have investments	Question 6
48	Female	Graduate program	STEM majors	How would you like to get educated on making financial investments?	How would you like to get educated on making financial investments?	0	0	Q14_app
48	Female	Graduate program	STEM majors	How would you like to get educated on making financial investments?	How would you like to get educated on making financial investments?	1	1	Q14_notsure
48	Female	Graduate program	STEM majors	How would you like to get educated on making financial investments?	How would you like to get educated on making financial investments?	0	0	Q14_seminar
48	Female	Graduate program	STEM majors	How would you like to get educated on making financial investments?	How would you like to get educated on making financial investments?	0	0	Q14_sms
48	Female	Graduate program	STEM majors	How would you like to get educated on making financial investments?	How would you like to get educated on making financial investments?	0	0	Q14_webinar
48	Female	Graduate program	STEM majors	How would you like to get educated on making financial investments?	How would you like to get educated on making financial investments?	0	0	Q14_youtube
48	Female	Graduate program	STEM majors	What factors would you consider before making a financial investment?	What factors would you consider before making a financial investment?	0	0	Q7_bond
48	Female	Graduate program	STEM majors	What kind of financial products you are investing in/interested in?	What kind of financial products you are investing in/interested in?	0	0	Q7_fund
48	Female	Graduate program	STEM majors	What factors would you consider before making a financial investment?	What factors would you consider before making a financial investment?	1	1	Q7_insurance
48	Female	Graduate program	STEM majors	What factors would you consider before making a financial investment?	What factors would you consider before making a financial investment?	0	0	Q7_no
48	Female	Graduate program	STEM majors	What factors would you consider before making a financial investment?	What factors would you consider before making a financial investment?	0	0	Q7_others
48	Female	Graduate program	STEM majors	What factors would you consider before making a financial investment?	What factors would you consider before making a financial investment?	1	1	Q7_saving
48	Female	Graduate program	STEM majors	What factors would you consider before making a financial investment?	What factors would you consider before making a financial investment?	0	0	Q7_stock
48	Female	Graduate program	STEM majors	What factors would you consider before making a financial investment?	What factors would you consider before making a financial investment?	0	0	Q8_entrance
48	Female	Graduate program	STEM majors	What factors would you consider before making a financial investment?	What factors would you consider before making a financial investment?	0	0	Q8_management
48	Female	Graduate program	STEM majors	What factors would you consider before making a financial investment?	What factors would you consider before making a financial investment?	0	0	Q8_others
48	Female	Graduate program	STEM majors	What factors would you consider before making a financial investment?	What factors would you consider before making a financial investment?	1	1	Q8_return
48	Female	Graduate program	STEM majors	What factors would you consider before making a financial investment?	What factors would you consider before making a financial investment?	1	1	Q8_risk
48	Female	Graduate program	STEM majors	Which of the following ways do you often obtain or passively receive information about financial products?	Which of the following ways do you often obtain or passively receive information about financial products?	0	0	Q9_ad
48	Female	Graduate program	STEM majors	Which of the following ways do you often obtain or passively receive information about financial products?	Which of the following ways do you often obtain or passively receive information about financial products?	0	0	Q9_bank
48	Female	Graduate program	STEM majors	Which of the following ways do you often obtain or passively receive information about financial products?	Which of the following ways do you often obtain or passively receive information about financial products?	0	0	Q9_family
48	Female	Graduate program	STEM majors	Which of the following ways do you often obtain or passively receive information about financial products?	Which of the following ways do you often obtain or passively receive information about financial products?	0	0	Q9_friends
48	Female	Graduate program	STEM majors	Which of the following ways do you often obtain or passively receive information about financial products?	Which of the following ways do you often obtain or passively receive information about financial products?	1	1	Q9_newspaper
48	Female	Graduate program	STEM majors	Which of the following ways do you often obtain or passively receive information about financial products?	Which of the following ways do you often obtain or passively receive information about financial products?	1	0	Q9_others
48	Female	Graduate program	STEM majors	Which of the following ways do you often obtain or passively receive information about financial products?	Which of the following ways do you often obtain or passively receive information about financial products?	1	1	Q9_social
48	Female	Graduate program	STEM majors	Which of the following ways do you often obtain or passively receive information about financial products?	Which of the following ways do you often obtain or passively receive information about financial products?	0	0	Q9_tv
48	Female	Graduate program	STEM majors	Do you have any plans to invest for your retirement?	Do you have any plans to invest for your retirement?	1	Yes	Question 10
48	Female	Graduate program	STEM majors	Do you look at your investments as an emergency fund?	Do you look at your investments as an emergency fund?	2	No	Question 11
48	Female	Graduate program	STEM majors	Would you like to get educated on how to make financial investments?	Would you like to get educated on how to make financial investments?	1	Yes	Question 13
48	Female	Graduate program	STEM majors	Are you dependent on your guardians for your daily expenses?	Are you dependent on your guardians for your daily expenses?	0	Partially	Question 15
48	Female	Graduate program	STEM majors	Do you currently have a student loan?	Do you currently have a student loan?	2	No	Question 16
48	Female	Graduate program	STEM majors	What is your average monthly income?	What is your average monthly income?	0	< $500	Question 17
48	Female	Graduate program	STEM majors	What are your expenditures on inessentials each month?	What are your expenditures on inessentials each month?	0	< $500	Question 18
48	Female	Graduate program	STEM majors	What percentage of your annual income would you invest?	What percentage of your annual income would you invest?	4	>20%	Question 19
48	Female	Graduate program	STEM majors	What is your age?	What is your age?	28	28	Question 2
48	Female	Graduate program	STEM majors	Are you an international student?	Are you an international student?	2	No	Question 4
48	Female	Graduate program	STEM majors	Have you ever thought about investing?	Have you ever thought about investing?	2	No	Question 6
49	Male	Graduate program	STEM majors	How would you like to get educated on making financial investments?	How would you like to get educated on making financial investments?	1	1	Q14_app
49	Male	Graduate program	STEM majors	How would you like to get educated on making financial investments?	How would you like to get educated on making financial investments?	0	0	Q14_notsure
49	Male	Graduate program	STEM majors	How would you like to get educated on making financial investments?	How would you like to get educated on making financial investments?	0	0	Q14_seminar
49	Male	Graduate program	STEM majors	How would you like to get educated on making financial investments?	How would you like to get educated on making financial investments?	0	0	Q14_sms
49	Male	Graduate program	STEM majors	How would you like to get educated on making financial investments?	How would you like to get educated on making financial investments?	1	1	Q14_webinar
49	Male	Graduate program	STEM majors	How would you like to get educated on making financial investments?	How would you like to get educated on making financial investments?	1	1	Q14_youtube
49	Male	Graduate program	STEM majors	What factors would you consider before making a financial investment?	What factors would you consider before making a financial investment?	1	1	Q7_bond
49	Male	Graduate program	STEM majors	What kind of financial products you are investing in/interested in?	What kind of financial products you are investing in/interested in?	0	0	Q7_fund
49	Male	Graduate program	STEM majors	What factors would you consider before making a financial investment?	What factors would you consider before making a financial investment?	0	0	Q7_insurance
49	Male	Graduate program	STEM majors	What factors would you consider before making a financial investment?	What factors would you consider before making a financial investment?	0	0	Q7_no
49	Male	Graduate program	STEM majors	What factors would you consider before making a financial investment?	What factors would you consider before making a financial investment?	0	0	Q7_others
49	Male	Graduate program	STEM majors	What factors would you consider before making a financial investment?	What factors would you consider before making a financial investment?	0	0	Q7_saving
49	Male	Graduate program	STEM majors	What factors would you consider before making a financial investment?	What factors would you consider before making a financial investment?	1	1	Q7_stock
49	Male	Graduate program	STEM majors	What factors would you consider before making a financial investment?	What factors would you consider before making a financial investment?	1	1	Q8_entrance
49	Male	Graduate program	STEM majors	What factors would you consider before making a financial investment?	What factors would you consider before making a financial investment?	0	0	Q8_management
49	Male	Graduate program	STEM majors	What factors would you consider before making a financial investment?	What factors would you consider before making a financial investment?	0	0	Q8_others
49	Male	Graduate program	STEM majors	What factors would you consider before making a financial investment?	What factors would you consider before making a financial investment?	1	1	Q8_return
49	Male	Graduate program	STEM majors	What factors would you consider before making a financial investment?	What factors would you consider before making a financial investment?	1	1	Q8_risk
49	Male	Graduate program	STEM majors	Which of the following ways do you often obtain or passively receive information about financial products?	Which of the following ways do you often obtain or passively receive information about financial products?	1	1	Q9_ad
49	Male	Graduate program	STEM majors	Which of the following ways do you often obtain or passively receive information about financial products?	Which of the following ways do you often obtain or passively receive information about financial products?	0	0	Q9_bank
49	Male	Graduate program	STEM majors	Which of the following ways do you often obtain or passively receive information about financial products?	Which of the following ways do you often obtain or passively receive information about financial products?	0	0	Q9_family
49	Male	Graduate program	STEM majors	Which of the following ways do you often obtain or passively receive information about financial products?	Which of the following ways do you often obtain or passively receive information about financial products?	0	0	Q9_friends
49	Male	Graduate program	STEM majors	Which of the following ways do you often obtain or passively receive information about financial products?	Which of the following ways do you often obtain or passively receive information about financial products?	1	1	Q9_newspaper
49	Male	Graduate program	STEM majors	Which of the following ways do you often obtain or passively receive information about financial products?	Which of the following ways do you often obtain or passively receive information about financial products?	1	0	Q9_others
49	Male	Graduate program	STEM majors	Which of the following ways do you often obtain or passively receive information about financial products?	Which of the following ways do you often obtain or passively receive information about financial products?	1	1	Q9_social
49	Male	Graduate program	STEM majors	Which of the following ways do you often obtain or passively receive information about financial products?	Which of the following ways do you often obtain or passively receive information about financial products?	0	0	Q9_tv
49	Male	Graduate program	STEM majors	Do you have any plans to invest for your retirement?	Do you have any plans to invest for your retirement?	1	Yes	Question 10
49	Male	Graduate program	STEM majors	Do you look at your investments as an emergency fund?	Do you look at your investments as an emergency fund?	2	No	Question 11
49	Male	Graduate program	STEM majors	Would you like to get educated on how to make financial investments?	Would you like to get educated on how to make financial investments?	1	Yes	Question 13
49	Male	Graduate program	STEM majors	Are you dependent on your guardians for your daily expenses?	Are you dependent on your guardians for your daily expenses?	1	Yes	Question 15
49	Male	Graduate program	STEM majors	Do you currently have a student loan?	Do you currently have a student loan?	2	No	Question 16
49	Male	Graduate program	STEM majors	What is your average monthly income?	What is your average monthly income?	2	$1000 - $ 2000	Question 17
49	Male	Graduate program	STEM majors	What are your expenditures on inessentials each month?	What are your expenditures on inessentials each month?	1	$500 - $1000	Question 18
49	Male	Graduate program	STEM majors	What percentage of your annual income would you invest?	What percentage of your annual income would you invest?	0	<5%	Question 19
49	Male	Graduate program	STEM majors	What is your age?	What is your age?	24	24	Question 2
49	Male	Graduate program	STEM majors	Are you an international student?	Are you an international student?	1	Yes	Question 4
49	Male	Graduate program	STEM majors	Have you ever thought about investing?	Have you ever thought about investing?	1	Yes	Question 6
50	Female	Graduate program	Business related majors	How would you like to get educated on making financial investments?	How would you like to get educated on making financial investments?	0	0	Q14_app
50	Female	Graduate program	Business related majors	How would you like to get educated on making financial investments?	How would you like to get educated on making financial investments?	0	0	Q14_notsure
50	Female	Graduate program	Business related majors	How would you like to get educated on making financial investments?	How would you like to get educated on making financial investments?	0	0	Q14_seminar
50	Female	Graduate program	Business related majors	How would you like to get educated on making financial investments?	How would you like to get educated on making financial investments?	1	1	Q14_sms
50	Female	Graduate program	Business related majors	How would you like to get educated on making financial investments?	How would you like to get educated on making financial investments?	0	0	Q14_webinar
50	Female	Graduate program	Business related majors	How would you like to get educated on making financial investments?	How would you like to get educated on making financial investments?	0	0	Q14_youtube
50	Female	Graduate program	Business related majors	What factors would you consider before making a financial investment?	What factors would you consider before making a financial investment?	0	0	Q7_bond
50	Female	Graduate program	Business related majors	What kind of financial products you are investing in/interested in?	What kind of financial products you are investing in/interested in?	0	0	Q7_fund
50	Female	Graduate program	Business related majors	What factors would you consider before making a financial investment?	What factors would you consider before making a financial investment?	0	0	Q7_insurance
50	Female	Graduate program	Business related majors	What factors would you consider before making a financial investment?	What factors would you consider before making a financial investment?	0	0	Q7_no
50	Female	Graduate program	Business related majors	What factors would you consider before making a financial investment?	What factors would you consider before making a financial investment?	0	0	Q7_others
50	Female	Graduate program	Business related majors	What factors would you consider before making a financial investment?	What factors would you consider before making a financial investment?	0	0	Q7_saving
50	Female	Graduate program	Business related majors	What factors would you consider before making a financial investment?	What factors would you consider before making a financial investment?	1	1	Q7_stock
50	Female	Graduate program	Business related majors	What factors would you consider before making a financial investment?	What factors would you consider before making a financial investment?	0	0	Q8_entrance
50	Female	Graduate program	Business related majors	What factors would you consider before making a financial investment?	What factors would you consider before making a financial investment?	0	0	Q8_management
50	Female	Graduate program	Business related majors	What factors would you consider before making a financial investment?	What factors would you consider before making a financial investment?	0	0	Q8_others
50	Female	Graduate program	Business related majors	What factors would you consider before making a financial investment?	What factors would you consider before making a financial investment?	1	1	Q8_return
50	Female	Graduate program	Business related majors	What factors would you consider before making a financial investment?	What factors would you consider before making a financial investment?	0	0	Q8_risk
50	Female	Graduate program	Business related majors	Which of the following ways do you often obtain or passively receive information about financial products?	Which of the following ways do you often obtain or passively receive information about financial products?	0	0	Q9_ad
50	Female	Graduate program	Business related majors	Which of the following ways do you often obtain or passively receive information about financial products?	Which of the following ways do you often obtain or passively receive information about financial products?	0	0	Q9_bank
50	Female	Graduate program	Business related majors	Which of the following ways do you often obtain or passively receive information about financial products?	Which of the following ways do you often obtain or passively receive information about financial products?	0	0	Q9_family
50	Female	Graduate program	Business related majors	Which of the following ways do you often obtain or passively receive information about financial products?	Which of the following ways do you often obtain or passively receive information about financial products?	0	0	Q9_friends
50	Female	Graduate program	Business related majors	Which of the following ways do you often obtain or passively receive information about financial products?	Which of the following ways do you often obtain or passively receive information about financial products?	1	1	Q9_newspaper
50	Female	Graduate program	Business related majors	Which of the following ways do you often obtain or passively receive information about financial products?	Which of the following ways do you often obtain or passively receive information about financial products?	1	0	Q9_others
50	Female	Graduate program	Business related majors	Which of the following ways do you often obtain or passively receive information about financial products?	Which of the following ways do you often obtain or passively receive information about financial products?	0	0	Q9_social
50	Female	Graduate program	Business related majors	Which of the following ways do you often obtain or passively receive information about financial products?	Which of the following ways do you often obtain or passively receive information about financial products?	0	0	Q9_tv
50	Female	Graduate program	Business related majors	Do you have any plans to invest for your retirement?	Do you have any plans to invest for your retirement?	0	Maybe	Question 10
50	Female	Graduate program	Business related majors	Do you look at your investments as an emergency fund?	Do you look at your investments as an emergency fund?	0	Not Sure	Question 11
50	Female	Graduate program	Business related majors	Would you like to get educated on how to make financial investments?	Would you like to get educated on how to make financial investments?	1	Yes	Question 13
50	Female	Graduate program	Business related majors	Are you dependent on your guardians for your daily expenses?	Are you dependent on your guardians for your daily expenses?	0	Partially	Question 15
50	Female	Graduate program	Business related majors	Do you currently have a student loan?	Do you currently have a student loan?	2	No	Question 16
50	Female	Graduate program	Business related majors	What is your average monthly income?	What is your average monthly income?	1	$500 - $1000	Question 17
50	Female	Graduate program	Business related majors	What are your expenditures on inessentials each month?	What are your expenditures on inessentials each month?	2	$1000 - $2000	Question 18
50	Female	Graduate program	Business related majors	What percentage of your annual income would you invest?	What percentage of your annual income would you invest?	0	<5%	Question 19
50	Female	Graduate program	Business related majors	What is your age?	What is your age?	25	25	Question 2
50	Female	Graduate program	Business related majors	Are you an international student?	Are you an international student?	1	Yes	Question 4
50	Female	Graduate program	Business related majors	Have you ever thought about investing?	Have you ever thought about investing?	1	Yes	Question 6
51	Male	Junior	STEM majors	How would you like to get educated on making financial investments?	How would you like to get educated on making financial investments?	0	0	Q14_app
51	Male	Junior	STEM majors	How would you like to get educated on making financial investments?	How would you like to get educated on making financial investments?	1	1	Q14_notsure
51	Male	Junior	STEM majors	How would you like to get educated on making financial investments?	How would you like to get educated on making financial investments?	0	0	Q14_seminar
51	Male	Junior	STEM majors	How would you like to get educated on making financial investments?	How would you like to get educated on making financial investments?	0	0	Q14_sms
51	Male	Junior	STEM majors	How would you like to get educated on making financial investments?	How would you like to get educated on making financial investments?	0	0	Q14_webinar
51	Male	Junior	STEM majors	How would you like to get educated on making financial investments?	How would you like to get educated on making financial investments?	0	0	Q14_youtube
51	Male	Junior	STEM majors	What factors would you consider before making a financial investment?	What factors would you consider before making a financial investment?	1	1	Q7_bond
51	Male	Junior	STEM majors	What kind of financial products you are investing in/interested in?	What kind of financial products you are investing in/interested in?	0	0	Q7_fund
51	Male	Junior	STEM majors	What factors would you consider before making a financial investment?	What factors would you consider before making a financial investment?	0	0	Q7_insurance
51	Male	Junior	STEM majors	What factors would you consider before making a financial investment?	What factors would you consider before making a financial investment?	0	0	Q7_no
51	Male	Junior	STEM majors	What factors would you consider before making a financial investment?	What factors would you consider before making a financial investment?	0	0	Q7_others
51	Male	Junior	STEM majors	What factors would you consider before making a financial investment?	What factors would you consider before making a financial investment?	1	1	Q7_saving
51	Male	Junior	STEM majors	What factors would you consider before making a financial investment?	What factors would you consider before making a financial investment?	0	0	Q7_stock
51	Male	Junior	STEM majors	What factors would you consider before making a financial investment?	What factors would you consider before making a financial investment?	0	0	Q8_entrance
51	Male	Junior	STEM majors	What factors would you consider before making a financial investment?	What factors would you consider before making a financial investment?	0	0	Q8_management
51	Male	Junior	STEM majors	What factors would you consider before making a financial investment?	What factors would you consider before making a financial investment?	0	0	Q8_others
51	Male	Junior	STEM majors	What factors would you consider before making a financial investment?	What factors would you consider before making a financial investment?	1	1	Q8_return
51	Male	Junior	STEM majors	What factors would you consider before making a financial investment?	What factors would you consider before making a financial investment?	1	1	Q8_risk
51	Male	Junior	STEM majors	Which of the following ways do you often obtain or passively receive information about financial products?	Which of the following ways do you often obtain or passively receive information about financial products?	0	0	Q9_ad
51	Male	Junior	STEM majors	Which of the following ways do you often obtain or passively receive information about financial products?	Which of the following ways do you often obtain or passively receive information about financial products?	0	0	Q9_bank
51	Male	Junior	STEM majors	Which of the following ways do you often obtain or passively receive information about financial products?	Which of the following ways do you often obtain or passively receive information about financial products?	0	0	Q9_family
51	Male	Junior	STEM majors	Which of the following ways do you often obtain or passively receive information about financial products?	Which of the following ways do you often obtain or passively receive information about financial products?	0	0	Q9_friends
51	Male	Junior	STEM majors	Which of the following ways do you often obtain or passively receive information about financial products?	Which of the following ways do you often obtain or passively receive information about financial products?	0	0	Q9_newspaper
51	Male	Junior	STEM majors	Which of the following ways do you often obtain or passively receive information about financial products?	Which of the following ways do you often obtain or passively receive information about financial products?		0	Q9_others
51	Male	Junior	STEM majors	Which of the following ways do you often obtain or passively receive information about financial products?	Which of the following ways do you often obtain or passively receive information about financial products?	1	1	Q9_social
51	Male	Junior	STEM majors	Which of the following ways do you often obtain or passively receive information about financial products?	Which of the following ways do you often obtain or passively receive information about financial products?	0	0	Q9_tv
51	Male	Junior	STEM majors	Do you have any plans to invest for your retirement?	Do you have any plans to invest for your retirement?	0	Maybe	Question 10
51	Male	Junior	STEM majors	Do you look at your investments as an emergency fund?	Do you look at your investments as an emergency fund?	0	Not Sure	Question 11
51	Male	Junior	STEM majors	Would you like to get educated on how to make financial investments?	Would you like to get educated on how to make financial investments?	2	No	Question 13
51	Male	Junior	STEM majors	Are you dependent on your guardians for your daily expenses?	Are you dependent on your guardians for your daily expenses?	0	Partially	Question 15
51	Male	Junior	STEM majors	Do you currently have a student loan?	Do you currently have a student loan?	1	Yes	Question 16
51	Male	Junior	STEM majors	What is your average monthly income?	What is your average monthly income?	0	< $500	Question 17
51	Male	Junior	STEM majors	What are your expenditures on inessentials each month?	What are your expenditures on inessentials each month?	0	< $500	Question 18
51	Male	Junior	STEM majors	What percentage of your annual income would you invest?	What percentage of your annual income would you invest?	2	10% - 15%	Question 19
51	Male	Junior	STEM majors	What is your age?	What is your age?	20	20	Question 2
51	Male	Junior	STEM majors	Are you an international student?	Are you an international student?	2	No	Question 4
51	Male	Junior	STEM majors	Have you ever thought about investing?	Have you ever thought about investing?	1	Yes	Question 6
52	Female	Graduate program	Business related majors	How would you like to get educated on making financial investments?	How would you like to get educated on making financial investments?	1	1	Q14_app
52	Female	Graduate program	Business related majors	How would you like to get educated on making financial investments?	How would you like to get educated on making financial investments?	0	0	Q14_notsure
52	Female	Graduate program	Business related majors	How would you like to get educated on making financial investments?	How would you like to get educated on making financial investments?	0	0	Q14_seminar
52	Female	Graduate program	Business related majors	How would you like to get educated on making financial investments?	How would you like to get educated on making financial investments?	0	0	Q14_sms
52	Female	Graduate program	Business related majors	How would you like to get educated on making financial investments?	How would you like to get educated on making financial investments?	1	1	Q14_webinar
52	Female	Graduate program	Business related majors	How would you like to get educated on making financial investments?	How would you like to get educated on making financial investments?	1	1	Q14_youtube
52	Female	Graduate program	Business related majors	What factors would you consider before making a financial investment?	What factors would you consider before making a financial investment?	0	0	Q7_bond
52	Female	Graduate program	Business related majors	What kind of financial products you are investing in/interested in?	What kind of financial products you are investing in/interested in?	1	1	Q7_fund
52	Female	Graduate program	Business related majors	What factors would you consider before making a financial investment?	What factors would you consider before making a financial investment?	0	0	Q7_insurance
52	Female	Graduate program	Business related majors	What factors would you consider before making a financial investment?	What factors would you consider before making a financial investment?	0	0	Q7_no
52	Female	Graduate program	Business related majors	What factors would you consider before making a financial investment?	What factors would you consider before making a financial investment?	0	0	Q7_others
52	Female	Graduate program	Business related majors	What factors would you consider before making a financial investment?	What factors would you consider before making a financial investment?	1	1	Q7_saving
52	Female	Graduate program	Business related majors	What factors would you consider before making a financial investment?	What factors would you consider before making a financial investment?	1	1	Q7_stock
52	Female	Graduate program	Business related majors	What factors would you consider before making a financial investment?	What factors would you consider before making a financial investment?	1	1	Q8_entrance
52	Female	Graduate program	Business related majors	What factors would you consider before making a financial investment?	What factors would you consider before making a financial investment?	1	1	Q8_management
52	Female	Graduate program	Business related majors	What factors would you consider before making a financial investment?	What factors would you consider before making a financial investment?	0	0	Q8_others
52	Female	Graduate program	Business related majors	What factors would you consider before making a financial investment?	What factors would you consider before making a financial investment?	1	1	Q8_return
52	Female	Graduate program	Business related majors	What factors would you consider before making a financial investment?	What factors would you consider before making a financial investment?	0	0	Q8_risk
52	Female	Graduate program	Business related majors	Which of the following ways do you often obtain or passively receive information about financial products?	Which of the following ways do you often obtain or passively receive information about financial products?	0	0	Q9_ad
